0.7,3.8,-0.2975776
0.8,3.8,-0.262732
0.9,3.8,-0.228821
1.0,3.8,-0.1957482
1.1,3.8,-0.1633314
1.2,3.8,-0.1318551
1.3,3.8,-0.1016087
1.4,3.8,-0.07298496
1.5,3.8,-0.04604896
1.6,3.8,-0.02142667
1.7,3.8,0.0008365396
1.8,3.8,0.02044312
1.9,3.8,0.03716112
2.0,3.8,0.05073583
2.1,3.8,0.06089755
2.2,3.8,0.06739017
2.3,3.8,0.06972296
2.4,3.8,0.06779154
2.5,3.8,0.06116066
2.6,3.8,0.04975697
2.7,3.8,0.03373361
2.8,3.8,0.01282873
2.9,3.8,-0.01274745
3.0,3.8,-0.04337721
3.1,3.8,-0.07871528
3.2,3.8,-0.1187317
3.3,3.8,-0.1630018
3.4,3.8,-0.211466
3.5,3.8,-0.2636439
3.6,3.8,-0.3192073
3.7,3.8,-0.377451
3.8,3.8,-0.4376969
3.9,3.8,-0.4994551
4.0,3.8,-0.5619703
4.1,3.8,-0.6247416
4.2,3.8,-0.6873482
4.3,3.8,-0.749085
4.4,3.8,-0.8093469
4.5,3.8,-0.8675286
4.6,3.8,-0.9233693
4.7,3.8,-0.9761235
4.8,3.8,-1.025226
4.9,3.8,-1.069985
5.0,3.8,-1.110092
5.1,3.8,-1.144784
5.2,3.8,-1.17393
5.3,3.8,-1.197458
5.4,3.8,-1.215758
5.5,3.8,-1.228981
5.6,3.8,-1.23699
5.7,3.8,-1.240112
5.8,3.8,-1.23858
5.9,3.8,-1.232776
6.0,3.8,-1.223127
6.1,3.8,-1.209784
6.2,3.8,-1.19316
6.3,3.8,-1.173598
6.4,3.8,-1.151198
6.5,3.8,-1.1262
6.6,3.8,-1.098932
6.7,3.8,-1.069809
6.8,3.8,-1.039007
6.9,3.8,-1.007017
7.0,3.8,-0.9740092
7.1,3.8,-0.940228
7.2,3.8,-0.9054742
7.3,3.8,-0.8696252
    
0.7,3.9,-0.2537183
0.8,3.9,-0.2194855
0.9,3.9,-0.1861909
1.0,3.9,-0.1537372
1.1,3.9,-0.1219373
1.2,3.9,-0.09109451
1.3,3.9,-0.06147246
1.4,3.9,-0.03350797
1.5,3.9,-0.007239139
1.6,3.9,0.01673675
1.7,3.9,0.03831351
1.8,3.9,0.05721698
1.9,3.9,0.07322727
2.0,3.9,0.08608437
2.1,3.9,0.0955175
2.2,3.9,0.1012482
2.3,3.9,0.1027772
2.4,3.9,0.1000662
2.5,3.9,0.09258997
2.6,3.9,0.08028148
2.7,3.9,0.06338466
2.8,3.9,0.04158399
2.9,3.9,0.01508235
3.0,3.9,-0.01639628
3.1,3.9,-0.05255521
3.2,3.9,-0.09345505
3.3,3.9,-0.1385912
3.4,3.9,-0.1877288
3.5,3.9,-0.2406512
3.6,3.9,-0.2969211
3.7,3.9,-0.3556875
3.8,3.9,-0.4165369
3.9,3.9,-0.4787199
4.0,3.9,-0.5417823
4.1,3.9,-0.60502
4.2,3.9,-0.6680628
4.3,3.9,-0.7301726
4.4,3.9,-0.7907843
4.5,3.9,-0.8493164
4.6,3.9,-0.9053472
4.7,3.9,-0.9583565
4.8,3.9,-1.007728
4.9,3.9,-1.052831
5.0,3.9,-1.09308
5.1,3.9,-1.128167
5.2,3.9,-1.157645
5.3,3.9,-1.181609
5.4,3.9,-1.200123
5.5,3.9,-1.213575
5.6,3.9,-1.222095
5.7,3.9,-1.225646
5.8,3.9,-1.224498
5.9,3.9,-1.219273
6.0,3.9,-1.210049
6.1,3.9,-1.197263
6.2,3.9,-1.181229
6.3,3.9,-1.162245
6.4,3.9,-1.140453
6.5,3.9,-1.116136
6.6,3.9,-1.08962
6.7,3.9,-1.061148
6.8,3.9,-1.031039
6.9,3.9,-0.9996314
7.0,3.9,-0.9673276
7.1,3.9,-0.9342196
7.2,3.9,-0.9002191
7.3,3.9,-0.8650261
    
0.7,4.0,-0.2110986
0.8,4.0,-0.1774075
0.9,4.0,-0.1446592
1.0,4.0,-0.1127558
1.1,4.0,-0.0815096
1.2,4.0,-0.05123066
1.3,4.0,-0.02216988
1.4,4.0,0.005199561
1.5,4.0,0.03085832
1.6,4.0,0.05425316
1.7,4.0,0.07520071
1.8,4.0,0.0934565
1.9,4.0,0.1088139
2.0,4.0,0.1210069
2.1,4.0,0.1297635
2.2,4.0,0.1347357
2.3,4.0,0.1355521
2.4,4.0,0.1320838
2.5,4.0,0.1237901
2.6,4.0,0.1106618
2.7,4.0,0.09288586
2.8,4.0,0.07028554
2.9,4.0,0.04288705
3.0,4.0,0.0105837
3.1,4.0,-0.02643066
3.2,4.0,-0.06812687
3.3,4.0,-0.1140185
3.4,4.0,-0.1638995
3.5,4.0,-0.217517
3.6,4.0,-0.2743567
3.7,4.0,-0.3336894
3.8,4.0,-0.3951131
3.9,4.0,-0.4578319
4.0,4.0,-0.521266
4.1,4.0,-0.5849676
4.2,4.0,-0.6483493
4.3,4.0,-0.7108252
4.4,4.0,-0.7717223
4.5,4.0,-0.8306109
4.6,4.0,-0.8868648
4.7,4.0,-0.9401113
4.8,4.0,-0.9896674
4.9,4.0,-1.035024
5.0,4.0,-1.075491
5.1,4.0,-1.11088
5.2,4.0,-1.140529
5.3,4.0,-1.164748
5.4,4.0,-1.183523
5.5,4.0,-1.197286
5.6,4.0,-1.206119
5.7,4.0,-1.210083
5.8,4.0,-1.209323
5.9,4.0,-1.204519
6.0,4.0,-1.195811
6.1,4.0,-1.183512
6.2,4.0,-1.167992
6.3,4.0,-1.149531
6.4,4.0,-1.128304
6.5,4.0,-1.104573
6.6,4.0,-1.07867
6.7,4.0,-1.050751
6.8,4.0,-1.021316
6.9,4.0,-0.9905249
7.0,4.0,-0.9589071
7.1,4.0,-0.9264573
7.2,4.0,-0.893058
7.3,4.0,-0.858522
    
0.7,4.1,-0.1702097
0.8,4.1,-0.1369784
0.9,4.1,-0.1046963
1.0,4.1,-0.07326405
1.1,4.1,-0.04249742
1.2,4.1,-0.01270172
1.3,4.1,0.01584873
1.4,4.1,0.04272366
1.5,4.1,0.06784206
1.6,4.1,0.09072719
1.7,4.1,0.1111072
1.8,4.1,0.1288098
1.9,4.1,0.143584
2.0,4.1,0.1551981
2.1,4.1,0.1632582
2.2,4.1,0.1675105
2.3,4.1,0.1677468
2.4,4.1,0.163416
2.5,4.1,0.1544038
2.6,4.1,0.1405536
2.7,4.1,0.1219376
2.8,4.1,0.09858702
2.9,4.1,0.07032566
3.0,4.1,0.03723876
3.1,4.1,-0.0006212213
3.2,4.1,-0.04305307
3.3,4.1,-0.08966064
3.4,4.1,-0.1402926
3.5,4.1,-0.1945398
3.6,4.1,-0.2519216
3.7,4.1,-0.3118741
3.8,4.1,-0.3736288
3.9,4.1,-0.4368494
4.0,4.1,-0.5006989
4.1,4.1,-0.5647741
4.2,4.1,-0.6285069
4.3,4.1,-0.6912867
4.4,4.1,-0.7524572
4.5,4.1,-0.8115968
4.6,4.1,-0.8680643
4.7,4.1,-0.9215034
4.8,4.1,-0.9712336
4.9,4.1,-1.016753
5.0,4.1,-1.057388
5.1,4.1,-1.092942
5.2,4.1,-1.122743
5.3,4.1,-1.14713
5.4,4.1,-1.166157
5.5,4.1,-1.180131
5.6,4.1,-1.189276
5.7,4.1,-1.193482
5.8,4.1,-1.193189
5.9,4.1,-1.188677
6.0,4.1,-1.180413
6.1,4.1,-1.168641
6.2,4.1,-1.153592
6.3,4.1,-1.135551
6.4,4.1,-1.114856
6.5,4.1,-1.091698
6.6,4.1,-1.066213
6.7,4.1,-1.038902
6.8,4.1,-1.009991
6.9,4.1,-0.9798847
7.0,4.1,-0.9487833
7.1,4.1,-0.9169083
7.2,4.1,-0.8841288
7.3,4.1,-0.8502037
    
0.7,4.2,-0.1315177
0.8,4.2,-0.09865635
0.9,4.2,-0.06675183
1.0,4.2,-0.03570344
1.1,4.2,-0.005331283
1.2,4.2,0.0240644
1.3,4.2,0.05218123
1.4,4.2,0.07864198
1.5,4.2,0.1032932
1.6,4.2,0.1257492
1.7,4.2,0.1456361
1.8,4.2,0.1628382
1.9,4.2,0.1770832
2.0,4.2,0.1881123
2.1,4.2,0.1955623
2.2,4.2,0.1992364
2.3,4.2,0.1988602
2.4,4.2,0.1938565
2.5,4.2,0.1841941
2.6,4.2,0.1695519
2.7,4.2,0.1502563
2.8,4.2,0.126041
2.9,4.2,0.09709242
3.0,4.2,0.06319668
3.1,4.2,0.02464972
3.2,4.2,-0.01854347
3.3,4.2,-0.06591225
3.4,4.2,-0.1171607
3.5,4.2,-0.1719691
3.6,4.2,-0.2299459
3.7,4.2,-0.2903317
3.8,4.2,-0.3526019
3.9,4.2,-0.4161188
4.0,4.2,-0.4803547
4.1,4.2,-0.5447362
4.2,4.2,-0.6087922
4.3,4.2,-0.6718142
4.4,4.2,-0.7332161
4.5,4.2,-0.792526
4.6,4.2,-0.8491608
4.7,4.2,-0.9027303
4.8,4.2,-0.9525729
4.9,4.2,-0.9981955
5.0,4.2,-1.038923
5.1,4.2,-1.074577
5.2,4.2,-1.10449
5.3,4.2,-1.129004
5.4,4.2,-1.148175
5.5,4.2,-1.162328
5.6,4.2,-1.17167
5.7,4.2,-1.17613
5.8,4.2,-1.176136
5.9,4.2,-1.171928
6.0,4.2,-1.163997
6.1,4.2,-1.152587
6.2,4.2,-1.137957
6.3,4.2,-1.120354
6.4,4.2,-1.100112
6.5,4.2,-1.077362
6.6,4.2,-1.052387
6.7,4.2,-1.025612
6.8,4.2,-0.9971742
6.9,4.2,-0.9675556
7.0,4.2,-0.9369876
7.1,4.2,-0.9056081
7.2,4.2,-0.873399
7.3,4.2,-0.8400767
    
0.7,4.3,-0.09545172
0.8,4.3,-0.06286463
0.9,4.3,-0.03124322
1.0,4.3,-0.000485423
1.1,4.3,0.02958315
1.2,4.3,0.05866923
1.3,4.3,0.08643768
1.4,4.3,0.1125724
